0.0000000000000e+00 	 0.0000000000000e+00
1.9999990000000e+01 	 0.0000000000000e+00
2.0000000000000e+01 	 0.0000000000000e+00
3.9999990000000e+01 	 0.0000000000000e+00
4.0000000000000e+01 	 5.0000000000000e+00
5.9999990000000e+01 	 5.0000000000000e+00
6.0000000000000e+01 	 5.0000000000000e+00
7.9999990000000e+01 	 5.0000000000000e+00
8.0000000000000e+01 	 0.0000000000000e+00
9.9999990000000e+01 	 0.0000000000000e+00
1.0000000000000e+02 	 0.0000000000000e+00
1.1999999000000e+02 	 0.0000000000000e+00
1.2000000000000e+02 	 5.0000000000000e+00
1.3999999000000e+02 	 5.0000000000000e+00
1.4000000000000e+02 	 5.0000000000000e+00
1.5999999000000e+02 	 5.0000000000000e+00
