W=2 B=31 | M=297.094391, a=0.0, pw=0.0, tag=SS_i 
W=2 B=31 | M=296.926422, a=0.0, pw=0.0, tag=SS_i 
W=2 B=31 | M=296.599854, a=-0.6, pw=1e-07, tag=SS_i 
W=2 B=31 | M=297.132355, a=-0.6, pw=1e-07, tag=SS_i 
W=2 B=31 | M=297.152985, a=-0.6, pw=1e-07, tag=SS_i 
W=2 B=31 | M=297.052002, a=-0.6, pw=1e-07, tag=SS_i 
W=2 B=31 | M=297.214142, a=-0.6, pw=1e-07, tag=SS_i 
W=2 B=31 | M=297.523163, a=-0.6, pw=1e-07, tag=SS_i 
W=2 B=31 | M=297.06076, a=-0.6, pw=1e-07, tag=SS_i 
W=2 B=31 | M=296.65506, a=-0.6, pw=1e-07, tag=SS_i 
W=2 B=31 | M=297.18808, a=-0.6, pw=1e-07, tag=SS_i 
W=2 B=31 | M=297.20166, a=-0.6, pw=1e-07, tag=SS_i 
