  Time                 , I(U1:PLUS)           , V(U1:PLUS)           
  1.000000000000e-004  ,5.192748623635e-010  ,1.256637060609e-004  
  1.027999877930e-004  ,5.338144950892e-010  ,1.291822744860e-004  
  1.083999633789e-004  ,5.628937605327e-010  ,1.362194113349e-004  
  1.195999145508e-004  ,6.210522913854e-010  ,1.502936850276e-004  
  1.419998168945e-004  ,7.373693529365e-010  ,1.784422323900e-004  
  1.867996215820e-004  ,9.700034752915e-010  ,2.347393270032e-004  
  2.763992309570e-004  ,1.435271715968e-009  ,3.473335156271e-004  
  4.555984497070e-004  ,2.365808172825e-009  ,5.725218892154e-004  
  8.139968872070e-004  ,4.226880921668e-009  ,1.022898611763e-003  
  1.530793762207e-003  ,7.949025224784e-009  ,1.923651878406e-003  
  2.964387512207e-003  ,1.539330477200e-008  ,3.725157058409e-003  
  5.831575012207e-003  ,3.028179338474e-008  ,7.328156889458e-003  
  1.156595001221e-002  ,6.005821472277e-008  ,1.453407350937e-002  
  2.156595001221e-002  ,1.119810059637e-007  ,2.709974273422e-002  
  3.156595001221e-002  ,1.638966360917e-007  ,3.966434210763e-002  
  4.156595001221e-002  ,2.158017857664e-007  ,5.222737560072e-002  
  5.156595001221e-002  ,2.676931370296e-007  ,6.478834724646e-002  
  6.156595001221e-002  ,3.195673737421e-007  ,7.734676115918e-002  
  7.156595001221e-002  ,3.714211820211e-007  ,8.990212155421e-002  
  8.156595001221e-002  ,4.232512506755e-007  ,1.024539327674e-001  
  9.156595001221e-002  ,4.750542716420e-007  ,1.150016992748e-001  
  1.015659500122e-001  ,5.268269404189e-007  ,1.275449257120e-001  
  1.115659500122e-001  ,5.785659564999e-007  ,1.400831168939e-001  
  1.215659500122e-001  ,6.302680238065e-007  ,1.526157778342e-001  
  1.315659500122e-001  ,6.819298511189e-007  ,1.651424137650e-001  
  1.415659500122e-001  ,7.335481525061e-007  ,1.776625301560e-001  
  1.515659500122e-001  ,7.851196477539e-007  ,1.901756327345e-001  
  1.615659500122e-001  ,8.366410627918e-007  ,2.026812275047e-001  
  1.715659500122e-001  ,8.881091301179e-007  ,2.151788207671e-001  
  1.815659500122e-001  ,9.395205892224e-007  ,2.276679191380e-001  
  1.915659500122e-001  ,9.908721870084e-007  ,2.401480295694e-001  
  2.015659500122e-001  ,1.042160678212e-006  ,2.526186593677e-001  
  2.115659500122e-001  ,1.093382825817e-006  ,2.650793162140e-001  
  2.215659500122e-001  ,1.144535401474e-006  ,2.775295081827e-001  
  2.315659500122e-001  ,1.195615185909e-006  ,2.899687437616e-001  
  2.415659500122e-001  ,1.246618969334e-006  ,3.023965318710e-001  
  2.515659500122e-001  ,1.297543551855e-006  ,3.148123818832e-001  
  2.615659500122e-001  ,1.348385743879e-006  ,3.272158036415e-001  
  2.715659500122e-001  ,1.399142366510e-006  ,3.396063074802e-001  
  2.815659500122e-001  ,1.449810251952e-006  ,3.519834042434e-001  
  2.915659500122e-001  ,1.500386243905e-006  ,3.643466053045e-001  
  3.015659500122e-001  ,1.550867197957e-006  ,3.766954225854e-001  
  3.115659500122e-001  ,1.601249981972e-006  ,3.890293685761e-001  
  3.215659500122e-001  ,1.651531476478e-006  ,4.013479563535e-001  
  3.315659500122e-001  ,1.701708575049e-006  ,4.136506996007e-001  
  3.415659500122e-001  ,1.751778184685e-006  ,4.259371126266e-001  
  3.515659500122e-001  ,1.801737226185e-006  ,4.382067103846e-001  
  3.615659500122e-001  ,1.851582634524e-006  ,4.504590084920e-001  
  3.715659500122e-001  ,1.901311359216e-006  ,4.626935232491e-001  
  3.815659500122e-001  ,1.950920364679e-006  ,4.749097716581e-001  
  3.915659500122e-001  ,2.000406630600e-006  ,4.871072714426e-001  
  4.015659500122e-001  ,2.049767152285e-006  ,4.992855410660e-001  
  4.115659500122e-001  ,2.098998941014e-006  ,5.114440997511e-001  
  4.215659500122e-001  ,2.148099024388e-006  ,5.235824674990e-001  
  4.315659500122e-001  ,2.197064446675e-006  ,5.357001651075e-001  
  4.415659500122e-001  ,2.245892269146e-006  ,5.477967141908e-001  
  4.515659500122e-001  ,2.294579570409e-006  ,5.598716371978e-001  
  4.615659500122e-001  ,2.343123446743e-006  ,5.719244574312e-001  
  4.715659500122e-001  ,2.391521012422e-006  ,5.839546990663e-001  
  4.815659500122e-001  ,2.439769400033e-006  ,5.959618871698e-001  
  4.915659500122e-001  ,2.487865760795e-006  ,6.079455477184e-001  
  5.015659500122e-001  ,2.535807264870e-006  ,6.199052076178e-001  
