  Time                 , I(U1:PLUS)           , V(U1:PLUS)           
  1.000000000000e-004  ,2.596369938871e-008  ,6.283174971759e-003  
  1.027999877930e-004  ,2.669067727783e-008  ,6.459102500663e-003  
  1.083999633789e-004  ,2.814463242389e-008  ,6.810957407174e-003  
  1.195999145508e-004  ,3.105254002475e-008  ,7.514666576891e-003  
  1.419998168945e-004  ,3.686834318578e-008  ,8.922082038183e-003  
  1.867996215820e-004  ,4.849989113992e-008  ,1.173689900881e-002  
  2.763992309570e-004  ,7.176267193555e-008  ,1.736645762721e-002  
  4.555984497070e-004  ,1.182863199627e-007  ,2.862511745557e-002  
  8.139968872070e-004  ,2.113207371937e-007  ,5.113935861984e-002  
  1.530793762207e-003  ,3.972962693577e-007  ,9.614553827157e-002  
  2.964387512207e-003  ,7.685401106324e-007  ,1.859888412465e-001  
  5.831575012207e-003  ,1.505535447660e-006  ,3.643624218276e-001  
  1.156595001221e-002  ,2.936519189582e-006  ,7.108244243669e-001  
  2.156595001221e-002  ,5.175985776841e-006  ,1.253716543843e+000  
  3.156595001221e-002  ,6.904106915666e-006  ,1.673886152852e+000  
  4.156595001221e-002  ,7.952030489861e-006  ,1.930204122568e+000  
  5.156595001221e-002  ,8.219159945944e-006  ,1.997580264245e+000  
  6.156595001221e-002  ,7.682234721592e-006  ,1.869419331697e+000  
  7.156595001221e-002  ,6.396500900275e-006  ,1.558266609953e+000  
  8.156595001221e-002  ,4.489282599375e-006  ,1.094579895344e+000  
  9.156595001221e-002  ,2.146968250313e-006  ,5.237480741925e-001  
  1.015659500122e-001  ,-4.031125195772e-007  ,-9.835185762833e-002  
  1.115659500122e-001  ,-2.914198825153e-006  ,-7.108244243669e-001  
  1.215659500122e-001  ,-5.143170860229e-006  ,-1.253716543843e+000  
  1.315659500122e-001  ,-6.873331691149e-006  ,-1.673886152852e+000  
  1.415659500122e-001  ,-7.935049939240e-006  ,-1.930204122568e+000  
  1.515659500122e-001  ,-8.222459934225e-006  ,-1.997580264245e+000  
  1.615659500122e-001  ,-7.704554794153e-006  ,-1.869419331697e+000  
  1.715659500122e-001  ,-6.429315693984e-006  ,-1.558266609953e+000  
  1.815659500122e-001  ,-4.520058039844e-006  ,-1.094579895344e+000  
  1.915659500122e-001  ,-2.163949057346e-006  ,-5.237480741925e-001  
  2.015659500122e-001  ,4.064125653011e-007  ,9.835185762833e-002  
  2.115659500122e-001  ,2.936519189599e-006  ,7.108244243669e-001  
  2.215659500122e-001  ,5.175985776871e-006  ,1.253716543843e+000  
  2.315659500122e-001  ,6.904106915706e-006  ,1.673886152852e+000  
  2.415659500122e-001  ,7.952030489908e-006  ,1.930204122568e+000  
  2.515659500122e-001  ,8.219159945992e-006  ,1.997580264245e+000  
  2.615659500122e-001  ,7.682234721637e-006  ,1.869419331697e+000  
  2.715659500122e-001  ,6.396500900312e-006  ,1.558266609953e+000  
  2.815659500122e-001  ,4.489282599401e-006  ,1.094579895344e+000  
  2.915659500122e-001  ,2.146968250326e-006  ,5.237480741925e-001  
  3.015659500122e-001  ,-4.031125195796e-007  ,-9.835185762834e-002  
  3.115659500122e-001  ,-2.914198825170e-006  ,-7.108244243669e-001  
  3.215659500122e-001  ,-5.143170860259e-006  ,-1.253716543843e+000  
  3.315659500122e-001  ,-6.873331691189e-006  ,-1.673886152852e+000  
  3.415659500122e-001  ,-7.935049939286e-006  ,-1.930204122568e+000  
  3.515659500122e-001  ,-8.222459934273e-006  ,-1.997580264245e+000  
  3.615659500122e-001  ,-7.704554794198e-006  ,-1.869419331697e+000  
  3.715659500122e-001  ,-6.429315694021e-006  ,-1.558266609953e+000  
  3.815659500122e-001  ,-4.520058039870e-006  ,-1.094579895344e+000  
  3.915659500122e-001  ,-2.163949057359e-006  ,-5.237480741925e-001  
  4.015659500122e-001  ,4.064125653035e-007  ,9.835185762834e-002  
  4.115659500122e-001  ,2.936519189616e-006  ,7.108244243669e-001  
  4.215659500122e-001  ,5.175985776902e-006  ,1.253716543843e+000  
  4.315659500122e-001  ,6.904106915746e-006  ,1.673886152852e+000  
  4.415659500122e-001  ,7.952030489954e-006  ,1.930204122568e+000  
  4.515659500122e-001  ,8.219159946040e-006  ,1.997580264245e+000  
  4.615659500122e-001  ,7.682234721681e-006  ,1.869419331697e+000  
  4.715659500122e-001  ,6.396500900349e-006  ,1.558266609953e+000  
  4.815659500122e-001  ,4.489282599427e-006  ,1.094579895344e+000  
  4.915659500122e-001  ,2.146968250338e-006  ,5.237480741925e-001  
  5.015659500122e-001  ,-4.031125195819e-007  ,-9.835185762834e-002  
  5.115659500122e-001  ,-2.914198825187e-006  ,-7.108244243669e-001  
  5.215659500122e-001  ,-5.143170860289e-006  ,-1.253716543843e+000  
  5.315659500122e-001  ,-6.873331691229e-006  ,-1.673886152852e+000  
  5.415659500122e-001  ,-7.935049939332e-006  ,-1.930204122568e+000  
  5.515659500122e-001  ,-8.222459934320e-006  ,-1.997580264245e+000  
  5.615659500122e-001  ,-7.704554794243e-006  ,-1.869419331697e+000  
  5.715659500122e-001  ,-6.429315694059e-006  ,-1.558266609953e+000  
  5.815659500122e-001  ,-4.520058039897e-006  ,-1.094579895344e+000  
  5.915659500122e-001  ,-2.163949057371e-006  ,-5.237480741925e-001  
  6.015659500122e-001  ,4.064125653059e-007  ,9.835185762835e-002  
  6.115659500122e-001  ,2.936519189633e-006  ,7.108244243669e-001  
  6.215659500122e-001  ,5.175985776932e-006  ,1.253716543843e+000  
  6.315659500122e-001  ,6.904106915787e-006  ,1.673886152852e+000  
  6.415659500122e-001  ,7.952030490000e-006  ,1.930204122568e+000  
  6.515659500122e-001  ,8.219159946087e-006  ,1.997580264245e+000  
  6.615659500122e-001  ,7.682234721726e-006  ,1.869419331697e+000  
  6.715659500122e-001  ,6.396500900386e-006  ,1.558266609953e+000  
  6.815659500122e-001  ,4.489282599453e-006  ,1.094579895344e+000  
  6.915659500122e-001  ,2.146968250350e-006  ,5.237480741925e-001  
  7.015659500122e-001  ,-4.031125195843e-007  ,-9.835185762835e-002  
  7.115659500122e-001  ,-2.914198825204e-006  ,-7.108244243669e-001  
  7.215659500122e-001  ,-5.143170860318e-006  ,-1.253716543843e+000  
  7.315659500122e-001  ,-6.873331691269e-006  ,-1.673886152852e+000  
  7.415659500122e-001  ,-7.935049939378e-006  ,-1.930204122568e+000  
  7.515659500122e-001  ,-8.222459934368e-006  ,-1.997580264245e+000  
  7.615659500122e-001  ,-7.704554794288e-006  ,-1.869419331697e+000  
  7.715659500122e-001  ,-6.429315694096e-006  ,-1.558266609953e+000  
  7.815659500122e-001  ,-4.520058039923e-006  ,-1.094579895344e+000  
  7.915659500122e-001  ,-2.163949057384e-006  ,-5.237480741925e-001  
  8.015659500122e-001  ,4.064125653083e-007  ,9.835185762836e-002  
  8.115659500122e-001  ,2.936519189650e-006  ,7.108244243669e-001  
  8.215659500122e-001  ,5.175985776962e-006  ,1.253716543843e+000  
  8.315659500122e-001  ,6.904106915827e-006  ,1.673886152852e+000  
  8.415659500122e-001  ,7.952030490046e-006  ,1.930204122568e+000  
  8.515659500122e-001  ,8.219159946135e-006  ,1.997580264245e+000  
  8.615659500122e-001  ,7.682234721770e-006  ,1.869419331697e+000  
  8.715659500122e-001  ,6.396500900423e-006  ,1.558266609953e+000  
  8.815659500122e-001  ,4.489282599479e-006  ,1.094579895344e+000  
  8.915659500122e-001  ,2.146968250363e-006  ,5.237480741925e-001  
  9.015659500122e-001  ,-4.031125195867e-007  ,-9.835185762837e-002  
  9.115659500122e-001  ,-2.914198825221e-006  ,-7.108244243669e-001  
  9.215659500122e-001  ,-5.143170860348e-006  ,-1.253716543843e+000  
  9.315659500122e-001  ,-6.873331691309e-006  ,-1.673886152852e+000  
  9.415659500122e-001  ,-7.935049939424e-006  ,-1.930204122568e+000  
  9.515659500122e-001  ,-8.222459934416e-006  ,-1.997580264245e+000  
  9.615659500122e-001  ,-7.704554794333e-006  ,-1.869419331697e+000  
  9.715659500122e-001  ,-6.429315694133e-006  ,-1.558266609953e+000  
  9.815659500122e-001  ,-4.520058039949e-006  ,-1.094579895344e+000  
  9.915659500122e-001  ,-2.163949057397e-006  ,-5.237480741925e-001  
  1.001565950012e+000  ,4.064125653107e-007  ,9.835185762837e-002  
  1.011565950012e+000  ,2.936519189667e-006  ,7.108244243669e-001  
  1.021565950012e+000  ,5.175985776992e-006  ,1.253716543843e+000  
  1.031565950012e+000  ,6.904106915867e-006  ,1.673886152852e+000  
  1.041565950012e+000  ,7.952030490092e-006  ,1.930204122568e+000  
  1.051565950012e+000  ,8.219159946183e-006  ,1.997580264245e+000  
  1.061565950012e+000  ,7.682234721815e-006  ,1.869419331697e+000  
  1.071565950012e+000  ,6.396500900460e-006  ,1.558266609953e+000  
  1.081565950012e+000  ,4.489282599505e-006  ,1.094579895344e+000  
  1.091565950012e+000  ,2.146968250375e-006  ,5.237480741925e-001  
  1.101565950012e+000  ,-4.031125195891e-007  ,-9.835185762837e-002  
  1.111565950012e+000  ,-2.914198825237e-006  ,-7.108244243669e-001  
  1.121565950012e+000  ,-5.143170860378e-006  ,-1.253716543843e+000  
  1.131565950012e+000  ,-6.873331691349e-006  ,-1.673886152852e+000  
  1.141565950012e+000  ,-7.935049939470e-006  ,-1.930204122568e+000  
  1.151565950012e+000  ,-8.222459934464e-006  ,-1.997580264245e+000  
  1.161565950012e+000  ,-7.704554794377e-006  ,-1.869419331697e+000  
  1.171565950012e+000  ,-6.429315694171e-006  ,-1.558266609953e+000  
  1.181565950012e+000  ,-4.520058039976e-006  ,-1.094579895344e+000  
  1.191565950012e+000  ,-2.163949057409e-006  ,-5.237480741925e-001  
  1.201565950012e+000  ,4.064125653132e-007  ,9.835185762838e-002  
  1.211565950012e+000  ,2.936519189684e-006  ,7.108244243669e-001  
