  Time                 , I(U2:PLUS)           , V(V2:+)              
  1.000000000009e+004  ,1.119811007144e-014  ,1.130965974084e-010  
  1.000026456009e+004  ,3.291769247238e-008  ,3.324560125378e-004  
  1.000079366009e+004  ,9.875056241308e-008  ,9.973426419396e-004  
  1.000185186009e+004  ,2.304162603416e-007  ,2.327115496584e-003  
  1.000396826009e+004  ,4.937472847017e-007  ,4.986657531746e-003  
  1.000661386009e+004  ,8.229222107625e-007  ,8.311197787044e-003  
  1.000925946009e+004  ,1.152094847138e-006  ,1.163571507707e-002  
  1.001190506009e+004  ,1.481264284415e-006  ,1.496020021560e-002  
  1.001455066009e+004  ,1.810429613186e-006  ,1.828464401652e-002  
  1.001719626009e+004  ,2.139589924052e-006  ,2.160903729382e-002  
  1.001984186009e+004  ,2.468744307629e-006  ,2.493337086162e-002  
  1.002248746009e+004  ,2.797891854542e-006  ,2.825763553421e-002  
  1.002513306009e+004  ,3.127031655437e-006  ,3.158182212608e-002  
  1.002777866009e+004  ,3.456162800977e-006  ,3.490592145193e-002  
  1.003042426009e+004  ,3.785284381848e-006  ,3.822992432669e-002  
  1.003306986009e+004  ,4.114395488760e-006  ,4.155382156558e-002  
  1.003571546009e+004  ,4.443495212450e-006  ,4.487760398410e-002  
  1.003836106009e+004  ,4.772582643682e-006  ,4.820126239804e-002  
  1.004100666009e+004  ,5.101656873257e-006  ,5.152478762359e-002  
  1.004365226009e+004  ,5.430716992006e-006  ,5.484817047726e-002  
  1.004629786009e+004  ,5.759762090801e-006  ,5.817140177597e-002  
  1.004894346009e+004  ,6.088791260550e-006  ,6.149447233706e-002  
  1.005158906009e+004  ,6.417803592207e-006  ,6.481737297832e-002  
  1.005423466009e+004  ,6.746798176769e-006  ,6.814009451799e-002  
  1.005688026009e+004  ,7.075774105279e-006  ,7.146262777483e-002  
  1.005952586009e+004  ,7.404730468832e-006  ,7.478496356810e-002  
  1.006217146009e+004  ,7.733666358575e-006  ,7.810709271761e-002  
  1.006481706009e+004  ,8.062580865709e-006  ,8.142900604375e-002  
  1.006746266009e+004  ,8.391473081494e-006  ,8.475069436750e-002  
  1.007010826009e+004  ,8.720342097249e-006  ,8.807214851046e-002  
  1.007275386009e+004  ,9.049187004357e-006  ,9.139335929488e-002  
  1.007539946009e+004  ,9.378006894264e-006  ,9.471431754368e-002  
  1.007804506009e+004  ,9.706800858485e-006  ,9.803501408048e-002  
  1.008069066009e+004  ,1.003556798861e-005  ,1.013554397296e-001  
  1.008333626009e+004  ,1.036430737628e-005  ,1.046755853162e-001  
  1.008598186009e+004  ,1.069301811325e-005  ,1.079954416661e-001  
  1.008862746009e+004  ,1.102169929132e-005  ,1.113149996059e-001  
  1.009127306009e+004  ,1.135035000239e-005  ,1.146342499632e-001  
  1.009391866009e+004  ,1.167896933842e-005  ,1.179531835663e-001  
  1.009656426009e+004  ,1.200755639148e-005  ,1.212717912444e-001  
  1.009920986009e+004  ,1.233611025372e-005  ,1.245900638276e-001  
  1.010185546009e+004  ,1.266463001737e-005  ,1.279079921470e-001  
  1.010450106009e+004  ,1.299311477477e-005  ,1.312255670345e-001  
  1.010714666009e+004  ,1.332156361833e-005  ,1.345427793231e-001  
  1.010979226009e+004  ,1.364997564060e-005  ,1.378596198469e-001  
  1.011243786009e+004  ,1.397834993419e-005  ,1.411760794407e-001  
  1.011508346009e+004  ,1.430668559184e-005  ,1.444921489407e-001  
  1.011772906009e+004  ,1.463498170637e-005  ,1.478078191839e-001  
  1.012037466009e+004  ,1.496323737073e-005  ,1.511230810086e-001  
  1.012302026009e+004  ,1.529145167798e-005  ,1.544379252542e-001  
  1.012566586009e+004  ,1.561962372128e-005  ,1.577523427611e-001  
  1.012831146009e+004  ,1.594775259392e-005  ,1.610663243711e-001  
  1.013095706009e+004  ,1.627583738929e-005  ,1.643798609271e-001  
  1.013360266009e+004  ,1.660387720091e-005  ,1.676929432731e-001  
  1.013624826009e+004  ,1.693187112244e-005  ,1.710055622547e-001  
  1.013889386009e+004  ,1.725981824765e-005  ,1.743177087183e-001  
  1.014153946009e+004  ,1.758771767042e-005  ,1.776293735121e-001  
  1.014418506009e+004  ,1.791556848480e-005  ,1.809405474852e-001  
  1.014683066009e+004  ,1.824336978495e-005  ,1.842512214884e-001  
  1.014947626009e+004  ,1.857112066517e-005  ,1.875613863737e-001  
  1.015212186009e+004  ,1.889882021990e-005  ,1.908710329945e-001  
  1.015476746009e+004  ,1.922646754371e-005  ,1.941801522057e-001  
  1.015741306009e+004  ,1.955406173133e-005  ,1.974887348637e-001  
  1.016005866009e+004  ,1.988160187763e-005  ,2.007967718262e-001  
  1.016270426009e+004  ,2.020908707762e-005  ,2.041042539526e-001  
  1.016534986009e+004  ,2.053651642648e-005  ,2.074111721037e-001  
  1.016799546009e+004  ,2.086388901952e-005  ,2.107175171420e-001  
  1.017064106009e+004  ,2.119120395223e-005  ,2.140232799315e-001  
  1.017328666009e+004  ,2.151846032025e-005  ,2.173284513377e-001  
  1.017593226009e+004  ,2.184565721936e-005  ,2.206330222278e-001  
  1.017857786009e+004  ,2.217279374553e-005  ,2.239369834709e-001  
  1.018122346009e+004  ,2.249986899489e-005  ,2.272403259375e-001  
  1.018386906009e+004  ,2.282688206373e-005  ,2.305430404998e-001  
  1.018651466009e+004  ,2.315383204853e-005  ,2.338451180320e-001  
  1.018916026009e+004  ,2.348071804592e-005  ,2.371465494097e-001  
  1.019180586009e+004  ,2.380753915273e-005  ,2.404473255106e-001  
  1.019445146009e+004  ,2.413429446594e-005  ,2.437474372141e-001  
  1.019709706009e+004  ,2.446098308274e-005  ,2.470468754014e-001  
  1.019974266009e+004  ,2.478760410048e-005  ,2.503456309555e-001  
  1.020238826009e+004  ,2.511415661671e-005  ,2.536436947614e-001  
  1.020503386009e+004  ,2.544063972917e-005  ,2.569410577061e-001  
  1.020767946009e+004  ,2.576705253579e-005  ,2.602377106783e-001  
  1.021032506009e+004  ,2.609339413468e-005  ,2.635336445688e-001  
  1.021297066009e+004  ,2.641966362416e-005  ,2.668288502704e-001  
  1.021561626009e+004  ,2.674586010275e-005  ,2.701233186778e-001  
  1.021826186009e+004  ,2.707198266916e-005  ,2.734170406879e-001  
  1.022090746009e+004  ,2.739803042232e-005  ,2.767100071996e-001  
  1.022355306009e+004  ,2.772400246136e-005  ,2.800022091138e-001  
  1.022619866009e+004  ,2.804989788559e-005  ,2.832936373335e-001  
  1.022884426009e+004  ,2.837571579459e-005  ,2.865842827641e-001  
  1.023148986009e+004  ,2.870145528809e-005  ,2.898741363128e-001  
  1.023413546009e+004  ,2.902711546608e-005  ,2.931631888893e-001  
  1.023678106009e+004  ,2.935269542876e-005  ,2.964514314054e-001  
  1.023942666009e+004  ,2.967819427654e-005  ,2.997388547750e-001  
  1.024207226009e+004  ,3.000361111005e-005  ,3.030254499144e-001  
  1.024471786009e+004  ,3.032894503016e-005  ,3.063112077422e-001  
  1.024736346009e+004  ,3.065419513797e-005  ,3.095961191794e-001  
  1.025000906009e+004  ,3.097936053482e-005  ,3.128801751490e-001  
  1.025265466009e+004  ,3.130444032224e-005  ,3.161633665767e-001  
  1.025530026009e+004  ,3.162943360205e-005  ,3.194456843905e-001  
  1.025794586009e+004  ,3.195433947626e-005  ,3.227271195208e-001  
  1.026059146009e+004  ,3.227915704716e-005  ,3.260076629004e-001  
  1.026323706009e+004  ,3.260388541728e-005  ,3.292873054645e-001  
  1.026588266009e+004  ,3.292852368935e-005  ,3.325660381510e-001  
  1.026852826009e+004  ,3.325307096642e-005  ,3.358438519002e-001  
  1.027117386009e+004  ,3.357752635173e-005  ,3.391207376549e-001  
  1.027381946009e+004  ,3.390188894881e-005  ,3.423966863605e-001  
  1.027646506009e+004  ,3.422615786143e-005  ,3.456716889650e-001  
  1.027911066009e+004  ,3.455033219362e-005  ,3.489457364189e-001  
  1.028175626009e+004  ,3.487441104967e-005  ,3.522188196756e-001  
  1.028440186009e+004  ,3.519839353415e-005  ,3.554909296909e-001  
  1.028704746009e+004  ,3.552227875186e-005  ,3.587620574235e-001  
  1.028969306009e+004  ,3.584606580791e-005  ,3.620321938346e-001  
  1.029233866009e+004  ,3.616975380766e-005  ,3.653013298883e-001  
  1.029498426009e+004  ,3.649334185674e-005  ,3.685694565514e-001  
  1.029762986009e+004  ,3.681682906106e-005  ,3.718365647935e-001  
  1.030027546009e+004  ,3.714021452681e-005  ,3.751026455870e-001  
  1.030292106009e+004  ,3.746349736046e-005  ,3.783676899072e-001  
  1.030556666009e+004  ,3.778667666876e-005  ,3.816316887322e-001  
  1.030821226009e+004  ,3.810975155876e-005  ,3.848946330431e-001  
  1.031085786009e+004  ,3.843272113777e-005  ,3.881565138236e-001  
  1.031350346009e+004  ,3.875558451342e-005  ,3.914173220607e-001  
  1.031614906009e+004  ,3.907834079362e-005  ,3.946770487443e-001  
  1.031879466009e+004  ,3.940098908657e-005  ,3.979356848670e-001  
  1.032144026009e+004  ,3.972352850079e-005  ,4.011932214249e-001  
  1.032408586009e+004  ,4.004595814506e-005  ,4.044496494166e-001  
  1.032673146009e+004  ,4.036827712850e-005  ,4.077049598442e-001  
  1.032937706009e+004  ,4.069048456054e-005  ,4.109591437126e-001  
  1.033202266009e+004  ,4.101257955088e-005  ,4.142121920301e-001  
  1.033466826009e+004  ,4.133456120956e-005  ,4.174640958078e-001  
  1.033731386009e+004  ,4.165642864692e-005  ,4.207148460601e-001  
  1.033995946009e+004  ,4.197818097361e-005  ,4.239644338048e-001  
  1.034260506009e+004  ,4.229981730064e-005  ,4.272128500626e-001  
  1.034525066009e+004  ,4.262133673928e-005  ,4.304600858576e-001  
  1.034789626009e+004  ,4.294273840116e-005  ,4.337061322171e-001  
  1.035054186009e+004  ,4.326402139823e-005  ,4.369509801718e-001  
  1.035318746009e+004  ,4.358518484275e-005  ,4.401946207555e-001  
  1.035583306009e+004  ,4.390622784734e-005  ,4.434370450055e-001  
  1.035847866009e+004  ,4.422714952493e-005  ,4.466782439625e-001  
  1.036112426009e+004  ,4.454794898879e-005  ,4.499182086705e-001  
  1.036376986009e+004  ,4.486862535253e-005  ,4.531569301768e-001  
  1.036641546009e+004  ,4.518917773009e-005  ,4.563943995323e-001  
  1.036906106009e+004  ,4.550960523577e-005  ,4.596306077914e-001  
  1.037170666009e+004  ,4.582990698420e-005  ,4.628655460118e-001  
  1.037435226009e+004  ,4.615008209037e-005  ,4.660992052548e-001  
  1.037699786009e+004  ,4.647012966961e-005  ,4.693315765854e-001  
  1.037964346009e+004  ,4.679004883761e-005  ,4.725626510718e-001  
  1.038228906009e+004  ,4.710983871041e-005  ,4.757924197861e-001  
  1.038493466009e+004  ,4.742949840439e-005  ,4.790208738038e-001  
  1.038758026009e+004  ,4.774902703631e-005  ,4.822480042043e-001  
  1.039022586009e+004  ,4.806842372329e-005  ,4.854738020703e-001  
  1.039287146009e+004  ,4.838768758281e-005  ,4.886982584884e-001  
  1.039551706009e+004  ,4.870681773274e-005  ,4.919213645490e-001  
  1.039816266009e+004  ,4.902581329128e-005  ,4.951431113459e-001  
  1.040080826009e+004  ,4.934467337737e-005  ,4.983634899771e-001  
  1.040345386009e+004  ,4.966339710981e-005  ,5.015824915439e-001  
  1.040609946009e+004  ,4.998198360897e-005  ,5.048001071517e-001  
  1.040768706009e+004  ,5.017008518570e-005  ,5.067302993096e-001  
  1.040921446009e+004  ,5.034372285951e-005  ,5.085868248805e-001  
  1.041128366009e+004  ,5.055274572459e-005  ,5.111011505779e-001  
  1.041392926009e+004  ,5.076336580410e-005  ,5.143146122845e-001  
  1.041657486009e+004  ,5.090997127909e-005  ,5.175266528510e-001  
  1.041922046009e+004  ,5.100629085939e-005  ,5.207372634021e-001  
  1.042186606009e+004  ,5.106305225586e-005  ,5.239464350663e-001  
  1.042451166009e+004  ,5.109647393054e-005  ,5.271541589761e-001  
  1.042715726009e+004  ,5.111587814141e-005  ,5.303604262680e-001  
  1.042980286009e+004  ,5.112699259192e-005  ,5.335652280826e-001  
  1.043244846009e+004  ,5.113349986539e-005  ,5.367685555644e-001  
  1.043509406009e+004  ,5.113677303535e-005  ,5.399703998621e-001  
  1.043773966009e+004  ,5.113853461849e-005  ,5.431707521284e-001  
  1.044038526009e+004  ,5.113948477081e-005  ,5.463696035202e-001  
  1.044303086009e+004  ,5.113985884153e-005  ,5.495669451985e-001  
  1.044567646009e+004  ,5.113996399287e-005  ,5.527627683286e-001  
  1.044832206009e+004  ,5.113991825183e-005  ,5.559570640798e-001  
  1.045096766009e+004  ,5.113978394803e-005  ,5.591498236257e-001  
  1.045361326009e+004  ,5.113959808312e-005  ,5.623410381442e-001  
  1.045625886009e+004  ,5.113938237144e-005  ,5.655306988173e-001  
  1.045890446009e+004  ,5.113914929014e-005  ,5.687187968316e-001  
  1.046155006009e+004  ,5.113890615656e-005  ,5.719053233778e-001  
  1.046419566009e+004  ,5.113865374550e-005  ,5.750902696508e-001  
  1.046684126009e+004  ,5.113839778444e-005  ,5.782736268503e-001  
  1.046948686009e+004  ,5.113814093430e-005  ,5.814553861799e-001  
  1.047213246009e+004  ,5.113788167312e-005  ,5.846355388480e-001  
  1.047477806009e+004  ,5.113761895387e-005  ,5.878140760673e-001  
  1.047742366009e+004  ,5.113735550668e-005  ,5.909909890548e-001  
  1.048006926009e+004  ,5.113709297742e-005  ,5.941662690323e-001  
  1.048271486009e+004  ,5.113682904839e-005  ,5.973399072259e-001  
  1.048536046009e+004  ,5.113656232049e-005  ,6.005118948663e-001  
  1.048800606009e+004  ,5.113629527755e-005  ,6.036822231887e-001  
  1.049065166009e+004  ,5.113602944073e-005  ,6.068508834330e-001  
  1.049329726009e+004  ,5.113576246042e-005  ,6.100178668436e-001  
  1.049594286009e+004  ,5.113549291991e-005  ,6.131831646696e-001  
  1.049858846009e+004  ,5.113522322650e-005  ,6.163467681647e-001  
  1.050123406009e+004  ,5.113495487393e-005  ,6.195086685874e-001  
  1.050387966009e+004  ,5.113468556530e-005  ,6.226688572007e-001  
  1.050652526009e+004  ,5.113441390810e-005  ,6.258273252726e-001  
  1.050917086009e+004  ,5.113414225269e-005  ,6.289840640756e-001  
  1.051181646009e+004  ,5.113387207504e-005  ,6.321390648872e-001  
  1.051446206009e+004  ,5.113360114355e-005  ,6.352923189894e-001  
  1.051710766009e+004  ,5.113332809775e-005  ,6.384438176694e-001  
  1.051975326009e+004  ,5.113305523202e-005  ,6.415935522190e-001  
  1.052239886009e+004  ,5.113278400515e-005  ,6.447415139349e-001  
  1.052504446009e+004  ,5.113251225640e-005  ,6.478876941187e-001  
  1.052769006009e+004  ,5.113223866301e-005  ,6.510320840771e-001  
  1.053033566009e+004  ,5.113196546058e-005  ,6.541746751215e-001  
  1.053298126009e+004  ,5.113169408850e-005  ,6.573154585685e-001  
  1.053562686009e+004  ,5.113142246147e-005  ,6.604544257394e-001  
  1.053827246009e+004  ,5.113114929880e-005  ,6.635915679608e-001  
  1.054091806009e+004  ,5.113087677706e-005  ,6.667268765643e-001  
  1.054356366009e+004  ,5.113060631453e-005  ,6.698603428863e-001  
  1.054620926009e+004  ,5.113033590542e-005  ,6.729919582687e-001  
  1.054885486009e+004  ,5.113006431752e-005  ,6.761217140582e-001  
  1.055150046009e+004  ,5.112979366491e-005  ,6.792496016067e-001  
  1.055414606009e+004  ,5.112952534222e-005  ,6.823756122714e-001  
  1.055679166009e+004  ,5.112925743042e-005  ,6.854997374146e-001  
  1.055943726009e+004  ,5.112898875036e-005  ,6.886219684038e-001  
  1.056208286009e+004  ,5.112872135073e-005  ,6.917422966116e-001  
  1.056472846009e+004  ,5.112845660179e-005  ,6.948607134161e-001  
  1.056737406009e+004  ,5.112819267719e-005  ,6.979772102007e-001  
  1.057001966009e+004  ,5.112792845836e-005  ,7.010917783537e-001  
  1.057266526009e+004  ,5.112766592613e-005  ,7.042044092693e-001  
  1.057531086009e+004  ,5.112740642240e-005  ,7.073150943466e-001  
  1.057795646009e+004  ,5.112714822112e-005  ,7.104238249902e-001  
  1.058060206009e+004  ,5.112689027393e-005  ,7.135305926103e-001  
  1.058324766009e+004  ,5.112663448862e-005  ,7.166353886222e-001  
  1.058589326009e+004  ,5.112638217593e-005  ,7.197382044469e-001  
  1.058853886009e+004  ,5.112613172076e-005  ,7.228390315108e-001  
  1.059118446009e+004  ,5.112588215286e-005  ,7.259378612458e-001  
  1.059383006009e+004  ,5.112563530279e-005  ,7.290346850892e-001  
  1.059647566009e+004  ,5.112539244694e-005  ,7.321294944840e-001  
  1.059912126009e+004  ,5.112515209228e-005  ,7.352222808787e-001  
  1.060176686009e+004  ,5.112491285744e-005  ,7.383130357274e-001  
  1.060441246009e+004  ,5.112467740529e-005  ,7.414017504898e-001  
  1.060705806009e+004  ,5.112444682562e-005  ,7.444884166313e-001  
  1.060970366009e+004  ,5.112421943367e-005  ,7.475730256228e-001  
  1.061234926009e+004  ,5.112399446642e-005  ,7.506555689411e-001  
  1.061499486009e+004  ,5.112377359547e-005  ,7.537360380686e-001  
  1.061764046009e+004  ,5.112355802652e-005  ,7.568144244933e-001  
  1.062028606009e+004  ,5.112334655254e-005  ,7.598907197093e-001  
  1.062293166009e+004  ,5.112313851120e-005  ,7.629649152161e-001  
  1.062557726009e+004  ,5.112293547091e-005  ,7.660370025192e-001  
  1.062822286009e+004  ,5.112273858547e-005  ,7.691069731299e-001  
  1.063086846009e+004  ,5.112254680633e-005  ,7.721748185654e-001  
  1.063351406009e+004  ,5.112235959439e-005  ,7.752405303486e-001  
  1.063615966009e+004  ,5.112217841476e-005  ,7.783041000085e-001  
  1.063880526009e+004  ,5.112200437103e-005  ,7.813655190799e-001  
  1.064145086009e+004  ,5.112183659293e-005  ,7.844247791036e-001  
  1.064409646009e+004  ,5.112167468737e-005  ,7.874818716263e-001  
  1.064674206009e+004  ,5.112152001018e-005  ,7.905367882007e-001  
  1.064938766009e+004  ,5.112137360974e-005  ,7.935895203856e-001  
  1.065203326009e+004  ,5.112123481735e-005  ,7.966400597457e-001  
  1.065467886009e+004  ,5.112110422334e-005  ,7.996883978520e-001  
  1.065684766009e+004  ,5.112100340735e-005  ,8.021857051482e-001  
  1.065886646009e+004  ,5.112091467750e-005  ,8.045089534607e-001  
  1.066151206009e+004  ,5.112080645744e-005  ,8.075515670895e-001  
  1.066415766009e+004  ,5.112070736258e-005  ,8.105919493141e-001  
  1.066680326009e+004  ,5.112061833392e-005  ,8.136300917333e-001  
  1.066944886009e+004  ,5.112054016253e-005  ,8.166659859522e-001  
  1.067209446009e+004  ,5.112047279976e-005  ,8.196996235820e-001  
  1.067474006009e+004  ,5.112041675895e-005  ,8.227309962404e-001  
  1.067738566009e+004  ,5.112037252315e-005  ,8.257600955511e-001  
  1.068003126009e+004  ,5.112034064161e-005  ,8.287869131442e-001  
  1.068007259759e+004  ,5.112034024327e-005  ,8.288341890201e-001  
  1.068015527259e+004  ,5.112033945601e-005  ,8.289287390943e-001  
  1.068032062259e+004  ,5.112033791948e-005  ,8.291178325322e-001  
  1.068065132259e+004  ,5.112033499839e-005  ,8.294959925584e-001  
  1.068131272259e+004  ,5.112032976734e-005  ,8.302522051549e-001  
  1.068263552259e+004  ,5.112032178226e-005  ,8.317642000680e-001  
  1.068528112259e+004  ,5.112031599811e-005  ,8.347864651187e-001  
  1.068792672259e+004  ,5.112032417148e-005  ,8.378064235104e-001  
  1.069057232259e+004  ,5.112034688535e-005  ,8.408240668984e-001  
  1.069321792259e+004  ,5.112038476223e-005  ,8.438393869445e-001  
  1.069586352259e+004  ,5.112043850904e-005  ,8.468523753167e-001  
  1.069850912259e+004  ,5.112050883577e-005  ,8.498630236898e-001  
  1.070115472259e+004  ,5.112059635626e-005  ,8.528713237447e-001  
  1.070380032259e+004  ,5.112070193910e-005  ,8.558772671690e-001  
  1.070644592259e+004  ,5.112082612829e-005  ,8.588808456567e-001  
  1.070909152259e+004  ,5.112096955109e-005  ,8.618820509086e-001  
  1.071173712259e+004  ,5.112113320614e-005  ,8.648808746316e-001  
  1.071438272259e+004  ,5.112131829387e-005  ,8.678773085395e-001  
  1.071702832259e+004  ,5.112152517816e-005  ,8.708713443528e-001  
  1.071967392259e+004  ,5.112175439322e-005  ,8.738629737982e-001  
  1.072231952259e+004  ,5.112200735798e-005  ,8.768521886095e-001  
  1.072496512259e+004  ,5.112228564639e-005  ,8.798389805270e-001  
  1.072761072259e+004  ,5.112258942739e-005  ,8.828233412976e-001  
  1.073025632259e+004  ,5.112291913267e-005  ,8.858052626749e-001  
  1.073290192259e+004  ,5.112327665531e-005  ,8.887847364195e-001  
  1.073554752259e+004  ,5.112366398501e-005  ,8.917617542986e-001  
  1.073819312259e+004  ,5.112408108107e-005  ,8.947363080861e-001  
  1.074083872259e+004  ,5.112452827045e-005  ,8.977083895628e-001  
  1.074348432259e+004  ,5.112500796942e-005  ,9.006779905163e-001  
  1.074612992259e+004  ,5.112552263577e-005  ,9.036451027412e-001  
  1.074877552259e+004  ,5.112607201161e-005  ,9.066097180388e-001  
  1.075142112259e+004  ,5.112665631013e-005  ,9.095718282173e-001  
  1.075406672259e+004  ,5.112727853057e-005  ,9.125314250919e-001  
  1.075671232259e+004  ,5.112794027631e-005  ,9.154885004848e-001  
  1.075935792259e+004  ,5.112864279683e-005  ,9.184430462250e-001  
  1.076200352259e+004  ,5.112938746462e-005  ,9.213950541487e-001  
  1.076464912259e+004  ,5.113017613751e-005  ,9.243445160988e-001  
  1.076729472259e+004  ,5.113101070500e-005  ,9.272914239256e-001  
  1.076994032259e+004  ,5.113189262842e-005  ,9.302357694862e-001  
  1.077258592259e+004  ,5.113282350875e-005  ,9.331775446449e-001  
  1.077523152259e+004  ,5.113380550407e-005  ,9.361167412731e-001  
  1.077787712259e+004  ,5.113484080145e-005  ,9.390533512492e-001  
  1.078052272259e+004  ,5.113593109460e-005  ,9.419873664589e-001  
  1.078316832259e+004  ,5.113707823512e-005  ,9.449187787950e-001  
  1.078581392259e+004  ,5.113828470997e-005  ,9.478475801575e-001  
  1.078845952259e+004  ,5.113955552882e-005  ,9.507737624536e-001  
  1.079110512259e+004  ,5.114088954540e-005  ,9.536973175978e-001  
  1.079375072259e+004  ,5.114228802241e-005  ,9.566182375117e-001  
  1.079639632259e+004  ,5.114375372899e-005  ,9.595365141245e-001  
  1.079904192259e+004  ,5.114529437926e-005  ,9.624521393723e-001  
  1.080168752259e+004  ,5.114690849432e-005  ,9.653651051988e-001  
  1.080433312259e+004  ,5.114859577069e-005  ,9.682754035550e-001  
  1.080697872259e+004  ,5.115036316685e-005  ,9.711830263992e-001  
  1.080962432259e+004  ,5.115221725244e-005  ,9.740879656972e-001  
  1.081226992259e+004  ,5.115415642062e-005  ,9.769902134221e-001  
  1.081491552259e+004  ,5.115618030973e-005  ,9.798897615544e-001  
  1.081756112259e+004  ,5.115829689645e-005  ,9.827866020823e-001  
  1.082020672259e+004  ,5.116051368420e-005  ,9.856807270013e-001  
  1.082285232259e+004  ,5.116282890892e-005  ,9.885721283144e-001  
  1.082549792259e+004  ,5.116524219003e-005  ,9.914607980321e-001  
  1.082814352259e+004  ,5.116776260030e-005  ,9.943467281726e-001  
  1.083078912259e+004  ,5.117039864852e-005  ,9.972299107616e-001  
  1.083343472259e+004  ,5.117314846549e-005  ,1.000110337832e+000  
  1.083608032259e+004  ,5.117601413304e-005  ,1.002988001426e+000  
  1.083872592259e+004  ,5.117900043025e-005  ,1.005862893590e+000  
  1.084137152259e+004  ,5.118212017673e-005  ,1.008735006382e+000  
  1.084401712259e+004  ,5.118537135117e-005  ,1.011604331865e+000  
  1.084666272259e+004  ,5.118875639488e-005  ,1.014470862110e+000  
  1.084930832259e+004  ,5.119228069172e-005  ,1.017334589198e+000  
  1.085195392259e+004  ,5.119595853169e-005  ,1.020195505214e+000  
  1.085459952259e+004  ,5.119978793753e-005  ,1.023053602255e+000  
  1.085724512259e+004  ,5.120377181216e-005  ,1.025908872422e+000  
  1.085989072259e+004  ,5.120791618514e-005  ,1.028761307825e+000  
  1.086253632259e+004  ,5.121223687639e-005  ,1.031610900584e+000  
  1.086518192259e+004  ,5.121673207581e-005  ,1.034457642824e+000  
  1.086782752259e+004  ,5.122140525766e-005  ,1.037301526678e+000  
  1.087047312259e+004  ,5.122626312899e-005  ,1.040142544290e+000  
  1.087311872259e+004  ,5.123132306966e-005  ,1.042980687809e+000  
  1.087576432259e+004  ,5.123658358316e-005  ,1.045815949391e+000  
  1.087840992259e+004  ,5.124204882993e-005  ,1.048648321204e+000  
  1.088105552259e+004  ,5.124772621613e-005  ,1.051477795421e+000  
  1.088370112259e+004  ,5.125363468176e-005  ,1.054304364224e+000  
  1.088634672259e+004  ,5.125977320418e-005  ,1.057128019801e+000  
  1.088899232259e+004  ,5.126614288773e-005  ,1.059948754351e+000  
  1.089163792259e+004  ,5.127276041491e-005  ,1.062766560080e+000  
  1.089428352259e+004  ,5.127964127330e-005  ,1.065581429202e+000  
  1.089692912259e+004  ,5.128678523751e-005  ,1.068393353938e+000  
  1.089957472259e+004  ,5.129419410174e-005  ,1.071202326520e+000  
  1.090222032259e+004  ,5.130188580006e-005  ,1.074008339184e+000  
  1.090486592259e+004  ,5.130987696680e-005  ,1.076811384178e+000  
  1.090751152259e+004  ,5.131816821679e-005  ,1.079611453756e+000  
  1.091015712259e+004  ,5.132676216416e-005  ,1.082408540182e+000  
  1.091280272259e+004  ,5.133567787396e-005  ,1.085202635726e+000  
  1.091544832259e+004  ,5.134493300850e-005  ,1.087993732669e+000  
  1.091809392259e+004  ,5.135452917854e-005  ,1.090781823296e+000  
  1.092073952259e+004  ,5.136446992561e-005  ,1.093566899906e+000  
  1.092338512259e+004  ,5.137477716342e-005  ,1.096348954801e+000  
  1.092603072259e+004  ,5.138546520432e-005  ,1.099127980295e+000  
  1.092867632259e+004  ,5.139653924882e-005  ,1.101903968709e+000  
  1.093132192259e+004  ,5.140800373250e-005  ,1.104676912372e+000  
  1.093300752259e+004  ,5.141552262379e-005  ,1.106442055807e+000  
  1.093365782259e+004  ,5.141846837062e-005  ,1.107122711799e+000  
  1.093448832259e+004  ,5.142226737767e-005  ,1.107991710750e+000  
  1.093546932259e+004  ,5.142680872545e-005  ,1.109017797651e+000  
  1.093743132259e+004  ,5.143606979204e-005  ,1.111068707033e+000  
  1.094007692259e+004  ,5.144894834097e-005  ,1.113831520213e+000  
  1.094272252259e+004  ,5.146227501794e-005  ,1.116591255684e+000  
  1.094536812259e+004  ,5.147606472516e-005  ,1.119347905820e+000  
  1.094801372259e+004  ,5.149032739924e-005  ,1.122101463005e+000  
  1.095065932259e+004  ,5.150508740256e-005  ,1.124851919631e+000  
  1.095330492259e+004  ,5.152035004020e-005  ,1.127599268096e+000  
  1.095595052259e+004  ,5.153612208077e-005  ,1.130343500810e+000  
  1.095859612259e+004  ,5.155242689909e-005  ,1.133084610190e+000  
  1.096124172259e+004  ,5.156927867767e-005  ,1.135822588662e+000  
  1.096388732259e+004  ,5.158668663852e-005  ,1.138557428660e+000  
  1.096653292259e+004  ,5.160465812281e-005  ,1.141289122628e+000  
  1.096917852259e+004  ,5.162321350763e-005  ,1.144017663016e+000  
  1.097182412259e+004  ,5.164237141226e-005  ,1.146743042287e+000  
  1.097446972259e+004  ,5.166213873408e-005  ,1.149465252909e+000  
  1.097711532259e+004  ,5.168252319557e-005  ,1.152184287359e+000  
  1.097976092259e+004  ,5.170354630245e-005  ,1.154900138126e+000  
  1.098240652259e+004  ,5.172522043589e-005  ,1.157612797705e+000  
  1.098505212259e+004  ,5.174755542786e-005  ,1.160322258600e+000  
  1.098769772259e+004  ,5.177055876481e-005  ,1.163028513324e+000  
  1.099034332259e+004  ,5.179424783726e-005  ,1.165731554400e+000  
  1.099298892259e+004  ,5.181863825850e-005  ,1.168431374358e+000  
